prompt,pattern
"Ok. Consider the following use case narrative. The experimental data (spectra) are acquired by a spectrometer (#1 HRS750, #2 IsoPlane, Teledyne Princeton Instruments). The spectrometers are (almost) fully automated and controlled via the LightField software (Teledyne Princeton Instruments). LightField automatically saves the acquired data and all experiment settings (spectrometer settings) in one file (spe file format). Each experiment is saved in a folder with the following directory naming convention: “PI name_Experiment ID_Magnet system-Instrument_Start date”. Inside the folder is stored the spe file with the following file naming convention:

Type of the experiment: PL, Ra(man), Re(flectance), Tr(ansmittance): - Sample short name: **** - Magnetic field: ***T (or from to ) - Temperature: ***K - Light source: SC, 532nm, 785nm, … - Power: ***mW or uW, or percentage - Central frequency / wl/energy: ***cm-1, nm, eV - Slit: value: *** um - Acq.time: ***min or sec - Objective NA: ***NA - Other: gate voltage, pressure, …

For example: PL_WSe2-MoSe2_00.0T_to_05.2T_ 10K_633nm-100uW_720nm_30um_2min_0.65NA.SPE Ra_CsPr_30T_7.2K_532nm-2mW_550cm-1_30um_3x2min_0.82NA.SPE Re_InSe_0T_5K_SC-20%600meV_50um_5sec 0.65NA_Gate Sweep -10V to +20V.SPE

What is the thematic composition in addition to instrument is present in the narrative and what ontology patterns might we need?",Zero-shot
"Ok. I have identified the following patterns and persistent identifiers:
Observation (sosa:Observation, schema:Observation)
Experiment (Activity)
Instrument (PIDINST, sosa, handle.net registry)
Sample (RRID)
Agent (Person, Organization, Software)
Person (ORCID)
Organization (ROR)
Software (SBoM, Codemeta )
Location (w3c locn, schema.org)
Dataset (DOI)",Zero-shot
Could you generate an ontology design pattern based off of these thematic classes and relationships. Please help me to visualize the patten you created by creating a mermaid.js diagram as a code block.,Zero-shot
Ok. Let's leverage w3c prov ontology and relationships from w3c prov. Could you regenerate the diagram  code blockusing PROV-O?,Zero-shot
"There was an error with this diagram. Error: Parse error on line 41:
..."" Observation : prov:wasAssociatedWith
-----------------------^
Expecting 'NEWLINE', 'EOF', got 'LABEL'",Zero-shot
Ok. we're missing Experimental Procedure and Physical Parameters. How do we capture that?,Zero-shot
"Getting an error now: rror: Parse error on line 4:
... P[Person] --| ""rdfs:subClassOf""",Zero-shot
"Ok. Now I want you to check for reasoning and logical consistency with the properties in Prov-o. For example, Software -- prov:actedOnBehalfOf --> Instrument world imply that Instrument is an agent. Is that what we want? Identify other logical issues in the ontology you have proposed.",Zero-shot
"So. We have a couple of agents in this use case, so introducing an ""operator"" is not a bad way of modeling the domain. We have a Principle Investigator (PI), we may have a MagLab scientist who is assisting in the experiment and we may have a graduate student who is performing the experiment.",Zero-shot
Is there interoperability between schema.org and Prov-O?,Zero-shot
"Ok. The core vocabularies/ontologies I am considering are schema.org and ESIP Science on schema.org recommendations, W3C Prov-O, and W3C SOSA. Please conduct an analysis of the use of these ontologies relative to the thematic analysis conducted earlier.",Zero-shot
Could Instrument be a SOSA platform?,Zero-shot
"SOSO uses schema.org, so, I think all of the classes are leveraged from schema.org. For example the Dataset guidance https://raw.githubusercontent.com/ESIPFed/science-on-schema.org/master/guides/Dataset.md",Zero-shot
Could you refine our mermaid.js diagram for our ODP but with suggested alignments leveraging these existing ontologies.,Zero-shot
whats the command to reinstall the pods in a react-native project that uses react native cli,Zero-shot
I would like to add a new column to my user model is a Postgres sequelize backend project. please give me step what I need to do to add this new column using a migration,Zero-shot
"I want to make a static web page (no server) that interactively illustrates a proof that there is no largest prime using the metaphor of arranging pebbles into rows. The idea is that a number is prime if there is no way to put the pebbles into rows of the exactly the same size (except for 1). So it starts with two primes (2 and 3). It displays 2 pebbles and copies them until there are 3 copies and adds one more pebble. The app then can show that there is no way of arranging the 7 pebbles in a rectangle. Then the process can repeat with 2, 3, and 7 to make 43 pebbles. (2x3x7+1)",Zero-shot
I want 2 buttons. One for the next prime and one for the next rearrangement of the pebbles with the next number of columns,Zero-shot
Why isn't 7 in the list of primes? And place the buttons above the pebbles,Instructional
Don't include 7 in the list of primes until the next prime number is pressed. Also number the rows,Instructional
But the rows are all on the same line. Each row should start at the left edge,Zero-shot
The row numbers should take up the same amount of space so the pebbles line up. And as the number of pebbles increases make them smaller.,Zero-shot
The next prime button should add the current number of pebbles to primes and then generate the next one as the product of all the primes plus 1,Zero-shot
"next prime changes primes from [2, 3] to [2, 3, 7, 11] - 11 shouldn't be there. A single new prime is only added when the next prime button is pressed",Zero-shot
"Add an area at the top that displays the current number of pebbles, columns, and rows and the size of the last row",Zero-shot
rearrange pebbles should go through all the real prime numbers less than the square root of the number of pebbles. And if the size of the last row is ever zero all the display area should show green text,Zero-shot
Rearrange pebbles  now gets up to 7 rows and then nothing changes after that.,Zero-shot
"Now it goes through the currently known primes and then starts again. But we should go through the real primes: 2, 3, 5, 7, 11, 13, ...",Zero-shot
"can you show me the entire code - no ""Same as before"" comments",Zero-shot
"Instead of green when size of last row is 0 make it be when the size of the last row is the number of columns. Also the initial value for primes should be a user field that defaults to ""2,3""",Zero-shot
"After turning the text green if the number of columns is larger than the largest primes, put up a dialog that offers to add it to the list of primes. If it is not larger then offer to change the number of pebbles to be the number of rows.",Instructional
When you add a prime to the list make sure it isn't already there. And keep the list sorted in ascending order. And the test after the text turns green should be the maximum only for those primes that were in the original list or were added by generate next prime.,Instructional
"Finish ""if (currentPrimeIndex >= primes.length) currentPrime""",Zero-shot
Keep track of just the initial primes and those added by generate next prime. Display these in the user input area. Use this list for computing the product plus 1. For rearrange pebbles use all primes,Instructional
Finish your explanation,Zero-shot
The test for whether the number of columns larger than the user primes - not the real primes.,Zero-shot
rearrange pebbles should start over with the least prime when the number of pebbles changes,Zero-shot
Instead of asking confirm just state what is going to happen and why and then waits for the user to click on something to indicate they are ready to proceed,Zero-shot
Let's rid of the generate primes button. And when the number of rows is 1 then we explain that the number of pebbles must be prime since there was no way to make a neat rectangle of pebbles,Instructional
In the message when the number of rows is 1 display the number of columns as the prime that is being added,Zero-shot
No. The prime to add should be current number of columns,Zero-shot
When the proceed button is visible hide the rearrange pebbles button. And turn all the pebble green,Zero-shot
Instead of seeing the proceed button I see the rearrange pebbles button when the message is 7 is a prime number as it could not be arranged into neat rows of pebbles (except for 1 row). 7 is now added to the list of primes and a new number of pebbles has been generated.,Instructional
"After a while I'm seeing 2520 pebbles with the primes being 2,3,7,43 (the number of pebbles should be 2*3*7*43+1 = 1807)",Zero-shot
No. That broke rearrange pebbles to jump to the next prime instead,Zero-shot
Can you add an information button that explains what the app does and the underlying mathematics,Instructional
Move the information button to the top. And fill in much more detail in the about text,Zero-shot
Place the info button in the upper right corner,Zero-shot
When the user alters the list of user primes start the app over again,Instructional
Add an explanation to messages like: The number of columns is not larger than the largest user prime. The number of pebbles will be changed to the number of rows.,Zero-shot
"The row count is wrong here: Pebbles: 1807, Columns: 13, Rows: 2520, Last row size: 13 - this happened when ""The number of columns is not larger than the largest user prime...""",Zero-shot
